basisofrecord,country,stateprovince,seq,institutioncode,collectioncode,catalognumber,scientificname,yearcollected,monthcollected,daycollected,collector,collectornumber,fieldnumber,county,locality,longitude,latitude,notes
PreservedSpecimen,Brasil,Amazonas,11,INPA,INPA,122252,Rhipsalis baccifera,1984,1,31,"Amaral, IL do",1450,,Barcelos,"Perimetral Norte, 45 km de Caracaraí. Fazenda Repartimento. Igarapé Repartimento do Ajarani.",-61.466667,2.016667,Epífita; frutos jovens esverdeados.
PreservedSpecimen,Brasil,Amazonas,12,INPA,INPA,221998,,2007,8,8,"Souza, JE da C.",B27,,Itacoatiara,AM 10 Km 215 Faz. Aruanã. Vegetação secundária,-58,3,Erva com flor; vaso de planta.
PreservedSpecimen,Brasil,Acre,13,INPA,INPA,211377,Pereskia grandifolia,1992,7,19,"Ming, LC",320,,Marechal Traumaturgo,"RESEX do Alto Juruá, Sao João, Reserva Extrativista do alto Juruá, próximidades do igarapé Caipora. Seringal São João, Colocação Belford, margem esquerda do rio Alto Juruá. área inundável, solo arenoso.",-72.68,-9.18,Arbusto de 3.0 m de altura; folhas carnosasa; pétalas rosasa; sépalas verdes; estames amarelos; caule com longos espinhos. Cultivada como medicinal e ornamental. N.V.: rosa-madeira.
PreservedSpecimen,Brasil,Acre,14,INPA,INPA,137581,Rhipsalis baccifera,1984,10,26,"Ferreira, CAC",5266,,Cruzeiro do Sul,"Canamarí. Divisa Acre/Amazonas. Estrada p/ Canamar, Divisa dos Estados Acre e Amazonas. Estrada para Canamarí 18 km de Cruzeiro do Sul",-72.73,-7.08,"Epífita umbrófila, Flores verdes. Frutos jovens imaturos verdes.; Mata de terra firme, solo argiloso úmido."
PreservedSpecimen,Brasil,Roraima,15,INPA,INPA,20184,Epiphyllum phyllanthus,1967,2,19,"Prance, GT",4551,,Alto Alegre,Serra Tepequem,-61.716573,3.808207,
PreservedSpecimen,Brasil,Paraná,16,FURB,EVB,4153,Brasiliopuntia brasiliensis,2019,11,7,"Catañeda, M. A.; Albáñez, Y.; Acosta, L.",9,,Matelândia,Parque Nacional do Iguaçu. Estrada de terra de Céu Azul ? Serranópolis do Iguaçu. Parque Nacional do Iguaçu,-53.8797223,-25.1863889,Flor amarilla. Fruto vinotinto. Habitat: Borda de Floresta Estacional em regeneração Habito: Epífita
PreservedSpecimen,Brasil,Paraná,17,FURB,EVB,2908,Cereus hildmannianus,2018,12,11,"Huergo, E.M.; Lima, L.C.P.",109,,Foz do Iguaçu,Jardim Belvedere II. Rua Belo Horizonte.,-54.5794445,-25.4788889,Flor de Cor Rosa. Habitat: Jardim Cultivado. Habito: Suculenta
PreservedSpecimen,Brasil,Paraná,18,FURB,EVB,2890,Epiphyllum phyllanthus,2018,11,21,"Huergo, E.M.; Lima, L.C.P.",101,,Foz do Iguaçu,Vila A. Av Araucaria.,-54.5669445,-25.5022222,Fruto de Cor Roxo. Presença de Galias. Habitat: Borda Úmida. Habito: Epífita Suculenta
PreservedSpecimen,Brasil,Paraná,19,FURB,EVB,4155,Epiphyllum phyllanthus,2019,11,7,"Catañeda, M. A.; Albáñez, Y.; Acosta, L.",3,,Matelândia,"Parque Nacional do Iguaçu. BR - 277, sentido Matelândia - Céu Azul. Parque Nacional do Iguaçu",-53.8694445,-24.1819445,Flor branca. Fruto rosa. Herbivoría en el fruto. Habitat: Borda de Floresta Estacional em regeneração Habito: Epífita
PreservedSpecimen,Brasil,Paraná,20,FURB,EVB,4387,Epiphyllum phyllanthus,2019,9,26,"Galeano, Y.P.; Huergo, E.M.",40,,Foz do Iguaçu,Av. Paraná.,-54.5763889,-25.5369444,
PreservedSpecimen,Brasil,Paraná,21,FURB,EVB,4415,Epiphyllum phyllanthus,2019,10,24,"Galeano, Y.P.; Huergo, E.M.",51,,Foz do Iguaçu,Av. Paraná.,-54.5763889,-25.5369444,
PreservedSpecimen,Brasil,Paraná,22,FURB,EVB,4436,Epiphyllum phyllanthus,2020,1,20,"Galeano, Y.P.",78,,Foz do Iguaçu,Av. Pedro Basso.,-54.5730556,-25.5255556,
PreservedSpecimen,Brasil,Paraná,23,FURB,EVB,4563,Epiphyllum phyllanthus,2016,12,8,"Lima, L.C.P.; Calambás, L.F.; Bochard, I.T.; Harter, A.",830,,Foz do Iguaçu,"Parque Nacional do Iguaçu. Estrada parque, sentido cataratas, 200m ? esquerda Trilha das Bananeiras. Parque Nacional do Iguaçu",-54.4369444,-25.6566667,Fruto verde Habitat: Borda da Floresta Habito: Epífita
PreservedSpecimen,Brasil,Paraná,24,FURB,EVB,4574,Epiphyllum phyllanthus,2017,3,18,"Lima, L.C.P.; Calambás, L.F.; Bochard, I.T.; Harter, A.",916,,Foz do Iguaçu,Parque Nacional do Iguaçu. Estrada principal do parque. Parque Nacional do Iguaçu,-54.4758334,-25.6177778,Fruto rosa Habitat: Borda da Floresta Habito: Rupícola
PreservedSpecimen,Brasil,Paraná,25,FURB,EVB,4147,Lepismium cruciforme,2019,11,7,"Catañeda, M. A.; Albáñez, Y.; Acosta, L.",7,,Céu Azul,Parque Nacional do Iguaçu. Trilha de Educação Ambiental. Parque Nacional do Iguaçu,-53.8461111,-25.1536111,"Flor roja y rosa pálido. Fruto vinotinto. No presenta espinas, tallo triangular. Habitat: Floresta Ombrófila Mista Habito: Epífita"
PreservedSpecimen,Brasil,Paraná,26,FURB,EVB,4386,Lepismium cruciforme,2019,9,26,"Galeano, Y.P.; Huergo, E.M.",20,,Foz do Iguaçu,Av. Pedro Basso.,-54.5730556,-25.5255556,
PreservedSpecimen,Brasil,Paraná,27,FURB,EVB,4419,Lepismium cruciforme,2019,10,24,"Galeano, Y.P.; Huergo, E.M.",57,,Foz do Iguaçu,Av. Pedro Basso.,-54.5730556,-25.525,
PreservedSpecimen,Brasil,Paraná,28,FURB,EVB,4682,Lepismium cruciforme,2019,4,18,"Mano, G.B.; Lima, L.C.P.; Hentz-Junior, E.J.; Panizza, A.",145,,Foz do Iguaçu,Parque Nacional do Iguaçu. Trilha Macuco Safari. Parque Nacional do Iguaçu,-54.4419444,-25.6491666,Flor creme
PreservedSpecimen,Brasil,Paraná,29,FURB,EVB,3421,Lepismium houlletianum,2018,7,24,"da Silva, D.R.; Tcatch, B.G.; Pereira, J.P.; Piva, J.; Machado, C.; Moura, A.P.",419,,Capitão Leônidas Marques,Futuro reservatório da UHE. Baixo Iguaçu. lado esquerdo do Rio Monteiro.,-53.6555556,-25.5058333,"Flores brancas, Frutos carnosos, imaturos verdes. Habitat: Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo vermelho. Habito: Subarbusto epífita"
PreservedSpecimen,Brasil,Paraná,30,FURB,EVB,3117,Lepismium lumbricoides,2018,8,13,"Rocha Filho, J.A.; Dama, V.J.; Pereira, J.P.; Moura, A.P.",797,,Capanema,Futuro reservatório da UHE Baixo Iguaçu. Córrego Estrela.,-53.635,-25.5316667,Flor branca.
PreservedSpecimen,Brasil,Paraná,31,FURB,EVB,4379,Lepismium lumbricoides,2019,7,26,"Galeano, Y.P.",2,,Foz do Iguaçu,Av. Pedro Basso.,-54.5730556,-25.5258334,Habitat: Area Urbana Habito: Holoepifita Facultativa
PreservedSpecimen,Brasil,Paraná,32,FURB,EVB,4382,Lepismium lumbricoides,2019,7,26,"Galeano, Y.P.",7,,Foz do Iguaçu,Av. Republica Argentina.,-54.5780556,-25.525,Habitat: Area Urbana Habito: Holoepifita Facultativa
PreservedSpecimen,Brasil,Paraná,33,FURB,EVB,4399,Lepismium lumbricoides,2019,7,26,"Galeano, Y.P.",4,,Foz do Iguaçu,Av. Paraná.,-54.5763889,-25.5369444,
PreservedSpecimen,Brasil,Paraná,34,FURB,EVB,4403,Lepismium lumbricoides,2019,8,30,"Galeano, Y.P.",12,,Foz do Iguaçu,Av. Paraná.,-54.5763889,-25.5369444,
PreservedSpecimen,Brasil,Paraná,35,FURB,EVB,4405,Lepismium lumbricoides,2019,8,30,"Galeano, Y.P.",14,,Foz do Iguaçu,Av. Republica Argentina.,-54.5816667,-25.5338889,
PreservedSpecimen,Brasil,Paraná,36,FURB,EVB,4408,Lepismium lumbricoides,2019,9,26,"Galeano, Y.P.; Huergo, E.M.",18,,Foz do Iguaçu,Av. Pedro Basso.,-54.5733334,-25.5283334,
PreservedSpecimen,Brasil,Paraná,37,FURB,EVB,4409,Lepismium lumbricoides,2019,9,26,"Galeano, Y.P.; Huergo, E.M.",43,,Foz do Iguaçu,Av. Republica Argentina.,-54.5825,-25.5341666,
PreservedSpecimen,Brasil,Paraná,38,FURB,EVB,4422,Lepismium lumbricoides,2019,11,7,"Galeano, Y.P.; Huergo, E.M.",62,,Foz do Iguaçu,Av. Republica Argentina.,-54.5830556,-25.5341666,
PreservedSpecimen,Brasil,Paraná,39,FURB,EVB,4447,Lepismium lumbricoides,2020,5,19,"Galeano, Y.P.",104,,Foz do Iguaçu,Av. Paraná.,-54.5763889,-25.5369444,
PreservedSpecimen,Brasil,Paraná,40,FURB,EVB,2869,Nopalea cochenillifera,2018,10,29,"Huergo, E.M.; Lima, L.C.P.",81,,Foz do Iguaçu,Jardim das Laranjeiras. R Ático José Rorato.,-54.5822223,-25.4833333,"Flor de Cor Vermelho, Fruto de Cor Roxo Maduro, Imaturo Verde. Habitat: Area Urbana cultivada. Habito: Arbusto"
PreservedSpecimen,Brasil,Paraná,41,FURB,EVB,4752,Nopalea cochenillifera,2018,10,15,"Latchuk, A.; Cioffi, R.",5B,,Foz do Iguaçu,"Avenida Andradina, Vila A. Cultivada em canteiro principal.",-54.5608333,-25.4963889,Flor rosa Habitat: Urbano Habito: Arbusto
PreservedSpecimen,Brasil,Paraná,42,FURB,EVB,2850,Pereskia aculeata,2018,8,18,"Mano, G.B.; Lima, L. C. P.; Rauber, C. R.; Temponi, L. G.; Conceição, L. H. S. M.; Hentz-Junior, E. J.",6,,Foz do Iguaçu,Parque Nacional do Iguaçu. Entrada Macuco Safari. Parque Nacional do Iguaçu,-54.4380555,-25.6508333,Fruto verde. Habitat: Borda de floresta estacional. Habito: Trepadeira
PreservedSpecimen,Brasil,Paraná,43,FURB,EVB,3461,Pereskia aculeata,2019,3,28,"Huergo, E.M.; Lima, L.C.P.",143,,Foz do Iguaçu,vila A. Avenida Parati.,-54.5697223,-25.5002778,Fruto alaranjado.
PreservedSpecimen,Brasil,Paraná,44,FURB,EVB,3492,Pereskia aculeata,2019,3,7,"Mano, G.B.; Lima, L.C.P.; Huergo, E.M.",131,,Céu Azul,Trilha beira parque. Parque Nacional do Iguaçu,-53.8266667,-25.1361111,fruto alaranjado
PreservedSpecimen,Brasil,Paraná,45,FURB,EVB,3555,Pereskia aculeata,2019,3,19,"Gonçalves, B.A.; Paz, M.D.R.P.",61,,Foz do Iguaçu,Bosque do Jardim Ipê.,-54.5644444,-25.4827778,Inflorescência de cor roxa. Macacos se alimentaram da flor. Habitat: Fragmento de Floresta Estacional Semi Decidual. Habito: Arbusto
PreservedSpecimen,Brasil,Paraná,46,FURB,EVB,4815,Pereskia aculeata,2019,7,15,"Hentz Júnior, E.J.; Lima, L.P.; Panizza, A.",104,,Foz do Iguaçu,Borda da BR-469. Parque Nacional do Iguaçu,-54.4375,-25.6558333,Fruto verde com espinhos. Ora pro nóbis. Habitat: Floresta Estacional Semidecidual Habito: Trepadeira
PreservedSpecimen,Brasil,Paraná,47,FURB,EVB,3790,Pereskia grandifolia,2019,8,20,"Huergo, E.M.",159,,Foz do Iguaçu,"Jardim Lancaster. Rua Paulo de Farias, 513.",-54.5544444,-25.4944444,Flor lilás. Planta Alimentícia. Habitat: Ambiente Urbano Habito: Arbustiva
PreservedSpecimen,Brasil,Paraná,48,FURB,EVB,3711,Pereskia aculeata,2019,2,21,"Huergo,E.M.",123,,Foz do Iguaçu,Parque Nacional de Iguaçu. Trilha da usina do Rio São João. Parque Nacional do Iguaçu,-53.8177778,-25.4602778,Inflorescência na forma de espiga de cor branca. Habitat: Floresta. Habito: Arbusto
PreservedSpecimen,Brasil,Paraná,49,FURB,EVB,4538,Rhipsalis,2016,9,2,"Lima, L.C.P.; Bochard, I.T.",763,,Foz do Iguaçu,Parque Nacional do Iguaçu. Trilha das Bananeiras. Parque Nacional do Iguaçu,-54.4255556,-25.6530556,Flor branca Habitat: Borda da Floresta Habito: Epífita
PreservedSpecimen,Brasil,Paraná,50,FURB,EVB,4151,Rhipsalis cereuscula,2019,11,7,"Catañeda, M. A.; Albáñez, Y.; Acosta, L.",5,,Céu Azul,Parque Nacional do Iguaçu. Trilha de Educação Ambiental. Parque Nacional do Iguaçu,-53.8461111,-25.1536111,Flor ausente. Fruto branco. No presenta espinas. Habitat: Floresta Ombrófila Mista Habito: Epífita
PreservedSpecimen,Brasil,Paraná,51,FURB,EVB,4767,Rhipsalis cereuscula,2018,9,24,"Munaro, I. O.",36,,Foz do Iguaçu,"Avenida Araucária, área de bosque próximo ao IFPR.",-54.5830556,-25.5041667,Flor branca e fruto verde Habitat: Remanescente de Floresta Estacional Habito: Epífita
PreservedSpecimen,Brasil,Paraná,52,FURB,EVB,5122,Rhipsalis cereuscula,2022,9,17,"Acevedo, L. M. D.; Royer, M.",3,,Foz do Iguaçu,Trilha do Vietnã. Dossel de Floresta Estacional em Fragmento Florestal Urbano.,-54.57,-25.5052778,Flor branca; fruto verde
PreservedSpecimen,Brasil,Paraná,53,FURB,EVB,2780,Schlumbergera truncata,2017,5,25,"Winkelmann, S.",6,,Foz do Iguaçu,Rua Ignácio Sottomaior.,-54.5725,-25.5513889,Flor branca. Habitat: Jardim cultivado Habito: Arbusto
PreservedSpecimen,Brasil,Santa Catarina,54,FURB,EVB,551,Lepismium lumbricoides,2012,9,21,"Rosina, A.",64,,São Sebastião do Sul,Serra do Espigão.,-51.7577778,-26.5777778,
PreservedSpecimen,Brasil,Paraná,55,FURB,ECT,1010,Lepismium cruciforme,2005,4,21,R.Wasum,2866,,Antônio Olinto,Mata da Igreja. Habitat: interior da mata. Mata da Igreja. Habitat: interior da mata.,-50.1991666,-25.9963889,
PreservedSpecimen,Brasil,Rio Grande do Sul,56,FURB,ECT,1014,Lepismium cruciforme,2009,5,8,G.Heiden; E.R.T.Stumpf,1038,,Capão do Leão,"Embrapa Clima Temperado, Estação Terras Baixas. Caminho para o Horto Botânico Irmão Teodoro Luís. Campos de clima temperado (pampas), em borda de capão de mata de restinga. Embrapa Clima Temperado, Estação Terras Baixas. Caminho para o Horto Botânico Irmão Teodoro Luís. Campos de clima temperado (pampas), em borda de capão de mata de restinga.",-52.4244445,-31.8088889,"Epífita em Ficus cestrifolia. Ramos carnosos, pendentes. Frutos rosa-escuro."
PreservedSpecimen,Brasil,Rio Grande do Sul,57,FURB,ECT,1011,Lepismium warmingianum,2007,11,15,T.Perleberg,207,,Pelotas,Morro Quilongongo. Morro Quilongongo. Altitude obtida a partir das coordenadas geográficas.,-52.5416666,-31.4080556,Erva epífita. Frutos de coloração esverdeada.
PreservedSpecimen,Brasil,Rio Grande do Sul,58,FURB,ECT,4302,Opuntia monacantha,2017,12,21,G.Heiden; D.R.Vahl | J.S.Santos | I.Machado | L.Angelo,2388,,Tapes,"Fazenda São Miguel. Palmar de Butia odorata, área 2 de manejo conservativo. Fim da estrada onde faz a curva de retorno. Fazenda São Miguel. Palmar de Butia odorata, área 2 de manejo conservativo. Fim da estrada onde faz a curva de retorno. Campos de clima temperado (pampas).",-51.3630556,-30.5294445,"Arbusto, ca. 1,5 m alt. Cladódios verde-claros. Flores amarelas. Frutos avermelhados no ápice."
PreservedSpecimen,Brasil,Rio Grande do Sul,59,FURB,ECT,1012,Pereskia aculeata,2002,12,,M.Couto,s.n.,,Pelotas,Embrapa Clima Temperado. Horta Medicinal. Habitat: horta. Embrapa Clima Temperado. Horta Medicinal. Habitat: horta. Nome comum: ora-pro-nobis.,-52.3422222,-31.7719445,Hábito: herbáceo.
PreservedSpecimen,Brasil,Rio Grande do Sul,60,FURB,ECT,4306,Rhipsalis,2012,12,18,M.M.Marchi; J.Villela | R.L.Barbieri | M.Büttow,4214,,Tapes,"Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Campo nativo, ecossistema de butiazal.",-51.3683334,-30.5455555,Epífita em butiazeiro. Flores brancas.
PreservedSpecimen,Brasil,Rio Grande do Sul,61,FURB,ECT,5029,Rhipsalis,2012,1,31,M.M.Marchi; R.Borba | C.Mistura | I.Goulart | T.Carbonari,3463,,Tapes,"Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Campo nativo, ecossistema de butiazal.",-51.3683334,-30.5455555,Flor branca. Frutos.
PreservedSpecimen,Brasil,Rio Grande do Sul,62,FURB,ECT,4471,Rhipsalis baccifera,2011,10,10,M.M.Marchi; J.Mujica | I.Goulart | J.Villela,3064,,Tapes,"Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Campo nativo, ecossistema de butiazal.",-51.3683334,-30.5455555,"Epífita em butiazeiro. Frutos rosa-pink, globosos."
PreservedSpecimen,Brasil,Rio Grande do Sul,63,FURB,ECT,4470,Rhipsalis floccosa,2013,3,6,M.M.Marchi; C.Mistura | J.Villela,4341,,Tapes,"Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Fazenda São Miguel, área de conservação de banco de germoplasma in situ de Butia odorata, área 3 de monitoramento. Campo nativo, ecossistema de butiazal.",-51.3683334,-30.5455555,Epífita em butiazeiro. Flores brancas.
PreservedSpecimen,Brasil,Rio Grande do Sul,64,FURB,ECT,1013,Rhipsalis teres,2014,4,30,V.Klein,1,,Tapes,"Fazenda São Miguel, Área de Manejo. Fazenda São Miguel, Área de Manejo. Altitude obtida a partir das coordenadas geográficas.",-51.3525,-30.5344444,"Planta epífita preferencial, encontrada na região das bainhas foliares do Butia odorata. Com pequenos frutos de coloração lilás."
PreservedSpecimen,Brasil,Rio Grande do Sul,65,FURB,ECT,4279,Rhipsalis teres,2012,11,17,M.M.Marchi; J.Mujica | G.Matos | L.Menezes,4043,,Pelotas,"Ilha da Feitoria. Ilha da Feitoria. Coordenadas geográficas obtidas a partir do dados de localidade, Ilha da Feitoria.",-52.0083333,-31.6622222,
PreservedSpecimen,Brasil,Espírito Santo,66,UFC,EAC,56049,Coleocephalocereus,2014,4,27,"Menezes, M.O.T.",375,,Santa Teresa,substrato rochoso (serra).,-40.6,-19.883333,Fanerófito; pt. 682.
PreservedSpecimen,Brasil,Ceará,67,UFC,EAC,44377,Discocactus bahiensis,2009,1,25,"Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.",195,,Lavras da Mangabeira,"Sítio Espraiado, 1km da sede do município, Substrato argiloso, muito pedregoso",-38.977778,-6.7425,"Herbáceo, flor branca, cefálio com lã branca suave, ocorrendo com C. jamaracu e P. gounellei; Caatinga/Cerrado"
PreservedSpecimen,Brasil,Ceará,68,UFC,EAC,43200,Epiphyllum phyllanthus,2008,8,16,"Menezes, M.O.T.",137,,Pacatuba,RPPN Monte Alegre,-38.630689,-4.601861,Mata úmida/Serra
PreservedSpecimen,Brasil,Ceará,69,UFC,EAC,52269,Epiphyllum phyllanthus,2003,9,6,"Gomes, V.; Bruno, M.M.A.",625,,Guaramiranga,Sítio Lagoa,-38.971167,-4.206028,
PreservedSpecimen,Brasil,Ceará,70,UFC,EAC,52640,Epiphyllum phyllanthus,2012,6,5,"Loiola, M.I.B.; et al.",1806,,Ubajara,"Parque Nacional de Ubajara, Paredão mijo da veia.",-40.915639,-3.841028,Epífita; vegetativo.
PreservedSpecimen,Brasil,Ceará,71,UFC,EAC,55211,Epiphyllum phyllanthus,2014,3,11,"Loiola, M.I.B.; Tabosa, F.R.S.",2202,,Ubajara,"PARNA de Ubajara, trilha da Samambaia",-40.950833,-3.84,Epífita.; Floresta mesófila
PreservedSpecimen,Brasil,Ceará,72,UFC,EAC,60653,Epiphyllum phyllanthus,2017,4,29,"Sobczak, JCMSM",564,,Pacoti,Volta do Rio.,-38.868056,-4.165722,"Erva, encontrada sobre rochas; folha glabra, lisa; usada como alimento para o gado."
PreservedSpecimen,Brasil,Ceará,73,UFC,EAC,44409,Harrisia adscendens,2009,1,24,"Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.",192,,Aurora,entre Santa Cruz e a sede do município,-38.953889,-6.985,"Escandente, com botão floral, ocorrendo junto com C. jamaracu; Caatinga"
PreservedSpecimen,Brasil,Ceará,74,UFC,EAC,44410,Harrisia adscendens,2009,1,24,"Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.",190,,Missão Velha,Cachoeira,-39.143889,-7.222222,"Escandente, com frutos imaturos; Caatinga"
PreservedSpecimen,Brasil,Pernambuco,75,UFC,EAC,62588,Harrisia adscendens,2018,1,10,"Guedes, M.L.; Alunos do 2º semestre de 2017",30224,,Lagoa Grande,"Sertão, fazenda Planaltino, Rod. PE 574",-40.266667,-8.983333,"Arbusto, hábito escandente, suculento, frutos carnosos, com pilosidade longa sedosa.; Caatinga."
PreservedSpecimen,Brasil,Ceará,76,UFC,EAC,43198,Hylocereus setaceus,2008,8,16,"Menezes, M.O.T.",135,,Pacatuba,RPPN Monte Alegre,-38.626464,-3.955139,"Escandente, raízes adventíceas; Mata úmida/Serra"
PreservedSpecimen,Brasil,Ceará,77,UFC,EAC,44398,Hylocereus setaceus,2009,1,24,"Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.",185,,,entre Nova Olinda e Crato,-39.628611,-7.147778,"Escandente, ocorrendo junto com C. jamaracu e P. pachycladus; Caatinga"
PreservedSpecimen,Brasil,Ceará,78,UFC,EAC,49328,Hylocereus setaceus,2008,6,5,"Lima-Verde, L.W.",3472,,Mulungu,"Sítio Jardim, Mata do Damásio",-39.010556,-4.285278,Herbácea; Mata seca
PreservedSpecimen,Brasil,Ceará,79,UFC,EAC,44078,Melocactus zehntneri,1996,9,4,"Lima-Verde, L.W.; Figueiredo, M.A.",307,,Aiuaba,"Riacho Verde, Substrato: solo bruno não-cálcico.",-40.181556,-6.593556,Subarbusto.; Caatinga arbórea
PreservedSpecimen,Brasil,Ceará,80,UFC,EAC,44392,Melocactus zehntneri,2009,1,25,"Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.",193,,Aurora,"Tabuleiro da Pedra do Bode, a 3,2km de Aurora",-38.948889,-6.93,"Herbácea, flor magenta, ocorrendo junto com P. gounellei e C. jamacaru; Caatinga"
PreservedSpecimen,Brasil,Ceará,81,UFC,EAC,44411,Melocactus zehntneri,2009,1,24,"Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.",191,,Missão Velha,"Quimami, Substrato lajedo/litossolo",-39.075556,-7.180278,"Herbácea, flor magenta, população de mais de 30 indivíduos, ocorrendo junto com P. gounellei; Caatinga"
PreservedSpecimen,Brasil,Ceará,82,UFC,EAC,50528,Melocactus zehntneri,2011,12,6,Vinícius; Olmar,s.n.,,Aiuaba,Estação Ecológica de Aiuaba,-41.185667,-6.697028,Caatinga
PreservedSpecimen,Brasil,Ceará,83,UFC,EAC,57776,Melocactus zehntneri,2015,2,5,"Gomes, R.C.",s.n.,,Tauá,"Tecelão, bacia hidrográfica do riacho Carrapateira, relevo ondulado, neossolo litólico, rocha gnaisse.",-40.077489,-5.429542,Erva; flor rósea.
PreservedSpecimen,Brasil,Ceará,84,UFC,EAC,61760,Opuntia ficus-indica,2018,6,15,"Nobre, F.J.S.; Adjafre, B.L.",s.n.,,Quixadá,"Palmal, Riacho Verde.",-39.159417,-5.584081,
PreservedSpecimen,Brasil,Ceará,85,UFC,EAC,50530,Opuntia ficus-indica,2011,12,6,Vinícius; Olmar,s.n.,,Aiuaba,Estação Ecológica de Aiuaba,-40.197722,-6.705917,Caatinga
